,title,year,month,genre,duration,country,language,budget,total_gross,net_income,critic_reviews,user_reviews,metascore,meta_hit
73717,Per sempre la mia ragazza,2018,1,"Drama, Music, Romance",108,USA,English,3500000,16376066,12876066,37.0,121.0,36.0,0
73792,After,2019,4,"Drama, Romance",105,USA,English,14000000,69733482,55733482,72.0,761.0,30.0,0
73829,Keanu,2016,4,"Action, Comedy, Crime",100,USA,English,15000000,20651333,5651333,147.0,136.0,63.0,0
73864,Avengers: Infinity War,2018,4,"Action, Adventure, Sci-Fi",149,USA,English,321000000,2048359754,1727359754,611.0,4273.0,68.0,0
73865,Avengers: Endgame,2019,4,"Action, Adventure, Drama",181,USA,"English, Japanese, Xhosa, German",356000000,2797800564,2441800564,557.0,8869.0,78.0,1
73879,3 Generations: Una famiglia quasi perfetta,2015,11,Drama,92,USA,"English, Spanish",5000000,680351,-4319649,56.0,30.0,47.0,0
73981,Woodlawn,2015,10,"Drama, Sport",123,USA,English,12000000,14401617,2401617,19.0,59.0,57.0,0
74005,Meet the Blacks,2016,4,"Comedy, Horror",94,USA,English,900000,9097072,8197072,16.0,46.0,26.0,0
74029,Mr. Church,2016,11,"Comedy, Drama",104,USA,English,8000000,685780,-7314220,35.0,195.0,37.0,0
74173,Kicks,2016,9,"Adventure, Drama",80,USA,English,2000000,150191,-1849809,27.0,18.0,69.0,0
74182,Miracoli dal cielo,2016,3,"Biography, Drama, Family",109,USA,English,13000000,73983003,60983003,71.0,118.0,44.0,0
74215,Grandma,2015,9,"Comedy, Drama",79,USA,English,600000,7205073,6605073,145.0,78.0,77.0,1
74410,The Bad Batch,2016,10,"Drama, Horror, Romance",118,USA,English,6000000,201890,-5798110,140.0,254.0,62.0,0
74419,90 minuti in Paradiso,2015,9,Drama,121,USA,English,5000000,4842699,-157301,17.0,44.0,28.0,0
74428,Queen of Katwe,2016,9,"Biography, Drama, Sport",124,USA,English,15000000,10367161,-4632839,145.0,76.0,73.0,0
74461,Ouija: L'origine del male,2016,10,"Drama, Horror, Mystery",99,USA,"English, Ukrainian",9000000,81705746,72705746,230.0,188.0,65.0,0
74468,In viaggio verso un sogno - The Peanut Butter Falcon,2019,6,"Comedy, Drama",97,USA,English,6200000,23620709,17420709,212.0,423.0,70.0,0
74531,Le donne della mia vita,2016,1,"Comedy, Drama",119,USA,English,7000000,7214806,214806,227.0,112.0,83.0,1
74563,The Ballad of Lefty Brown,2017,12,"Action, Drama, Western",111,USA,English,8000000,7856,-7992144,35.0,79.0,64.0,0
74586,Un amore di collega,2015,10,"Comedy, Music, Romance",85,USA,English,18000000,7162,-17992838,8.0,9.0,68.0,0
74751,Shaft,2019,6,"Action, Comedy, Crime",111,USA,English,35000000,21360215,-13639785,117.0,360.0,40.0,0
74808,Cinquanta sfumature di rosso,2018,2,"Drama, Romance, Thriller",105,USA,English,55000000,371985018,316985018,179.0,263.0,31.0,0
74815,Gifted - Il dono del talento,2017,11,Drama,101,USA,English,7000000,43069254,36069254,207.0,252.0,60.0,0
74816,Casa Casinò,2017,8,"Comedy, Crime",88,USA,English,40000000,34184504,-5815496,101.0,189.0,30.0,0
74864,Maze Runner - La rivelazione,2018,2,"Action, Adventure, Sci-Fi",143,USA,English,62000000,288175335,226175335,198.0,431.0,50.0,0
74868,The Meddler,2015,6,"Comedy, Drama, Romance",103,USA,English,3200000,5425148,2225148,96.0,51.0,68.0,0
74904,Café Society,2016,9,"Comedy, Drama, Romance",96,USA,"English, Hebrew",30000000,43763247,13763247,339.0,184.0,64.0,0
74931,Morgan,2016,9,"Action, Horror, Sci-Fi",92,USA,"English, Mandarin",8000000,8809407,809407,187.0,183.0,48.0,0
74934,Frozen II - Il segreto di Arendelle,2019,11,"Animation, Adventure, Comedy",103,USA,English,150000000,1450026933,1300026933,275.0,1302.0,64.0,0
74982,Cocaine - La vera storia di White Boy Rick,2018,3,"Crime, Drama",111,USA,English,29000000,25957482,-3042518,125.0,192.0,59.0,0
75021,Animali notturni,2016,11,"Drama, Thriller",116,USA,English,22500000,30311857,7811857,459.0,670.0,67.0,0
75049,Crown Vic,2019,12,"Action, Crime, Drama",110,USA,English,3600000,3868,-3596132,18.0,87.0,47.0,0
75095,Il libro di Henry,2017,11,"Crime, Drama, Thriller",105,USA,English,10000000,4596705,-5403295,121.0,148.0,31.0,0
75100,Sleight - Magia,2016,4,"Drama, Sci-Fi",89,USA,English,250000,3989705,3739705,44.0,44.0,62.0,0
75135,Gli eroi del Natale,2017,11,"Animation, Adventure, Comedy",86,USA,English,20000000,84315669,64315669,61.0,77.0,42.0,0
75158,Copia originale,2018,2,"Biography, Comedy, Crime",106,USA,English,10000000,12442161,2442161,239.0,245.0,87.0,1
75221,Cicogne in missione,2016,10,"Animation, Adventure, Comedy",87,USA,English,70000000,183388953,113388953,141.0,123.0,56.0,0
75249,Spider-Man: Un nuovo universo,2018,12,"Animation, Action, Adventure",117,USA,"English, Spanish",90000000,375540831,285540831,397.0,1828.0,87.0,1
75312,Bad Moms: Mamme molto cattive,2016,10,Comedy,100,USA,English,20000000,183936074,163936074,200.0,290.0,60.0,0
75345,Brave New Jersey,2016,8,Comedy,86,USA,English,5000000,16544,-4983456,27.0,6.0,45.0,0
75355,All Saints,2017,8,Drama,108,USA,English,2000000,5942565,3942565,19.0,23.0,63.0,0
75366,Cinquanta sbavature di nero,2016,2,Comedy,92,USA,English,5000000,22227514,17227514,78.0,84.0,28.0,0
75398,Woodshock,2017,9,"Drama, Thriller",100,USA,English,5000000,43682,-4956318,48.0,19.0,39.0,0
75423,Collateral Beauty,2016,1,"Drama, Romance",97,USA,English,36000000,88528280,52528280,198.0,376.0,23.0,0
75475,It Comes at Night,2017,6,"Horror, Mystery",91,USA,English,5000000,19735344,14735344,330.0,835.0,78.0,1
75673,Pitch Perfect 3,2017,6,"Comedy, Music",93,USA,"English, Papiamento",45000000,185400345,140400345,142.0,178.0,40.0,0
75728,LBJ,2016,11,"Biography, Drama, History",98,USA,English,26000000,2510151,-23489849,69.0,62.0,54.0,0
75748,Lights Out - Terrore nel buio,2016,8,"Drama, Horror, Mystery",81,USA,English,4900000,148868835,143968835,325.0,373.0,58.0,0
75785,Crazy Night - Festa col morto,2017,7,"Comedy, Crime, Thriller",101,USA,"English, Spanish",20000000,47347283,27347283,179.0,231.0,51.0,0
75787,Il sole a mezzanotte - Midnight Sun,2018,3,"Drama, Romance",91,USA,English,2800000,27365467,24565467,88.0,154.0,38.0,0
75806,Migliori nemici,2019,4,"Biography, Drama, History",133,USA,English,10000000,10209813,209813,61.0,97.0,49.0,0
75854,Mother's Day,2016,6,"Comedy, Drama, Romance",118,USA,"English, Spanish",25000000,48782670,23782670,131.0,116.0,18.0,0
75855,God's Not Dead 2 - Dio non è morto 2,2016,3,Drama,120,USA,English,5000000,24487848,19487848,45.0,164.0,22.0,0
75940,Good Time,2017,10,"Crime, Drama, Thriller",102,USA,English,4500000,3283369,-1216631,285.0,278.0,80.0,1
75941,Il diritto di contare,2016,3,"Biography, Drama, History",127,USA,English,25000000,235956898,210956898,426.0,508.0,74.0,0
75997,The Perfect Match,2016,3,"Comedy, Romance",96,USA,English,5000000,10414738,5414738,14.0,15.0,41.0,0
76019,Emoji - Accendi le emozioni,2017,9,"Animation, Adventure, Comedy",86,USA,"English, Spanish",50000000,217776646,167776646,158.0,819.0,12.0,0
76035,Jurassic World - Il regno distrutto,2018,6,"Action, Adventure, Sci-Fi",128,USA,"English, Russian",170000000,1331958159,1161958159,451.0,1853.0,51.0,0
76095,The Resurrection of Gavin Stone,2016,1,"Comedy, Drama, Family",91,USA,English,2000000,2308355,308355,16.0,54.0,36.0,0
76127,La Llorona - Le lacrime del male,2019,4,"Horror, Mystery, Thriller",93,USA,"English, Spanish",9000000,123133739,114133739,217.0,527.0,41.0,0
76133,Il diritto di opporsi,2019,1,"Biography, Crime, Drama",137,USA,English,25000000,50401502,25401502,200.0,363.0,68.0,0
76167,Lady Bird,2017,3,"Comedy, Drama",94,USA,"English, Spanish",10000000,79097104,69097104,462.0,783.0,94.0,1
76273,I'm Not Ashamed,2016,3,"Biography, Drama",112,USA,English,1500000,2082980,582980,33.0,82.0,31.0,0
76356,Moonlight,2016,2,Drama,111,USA,English,4000000,65336603,61336603,517.0,920.0,99.0,1
76357,The Kid,2019,3,"Biography, Drama, Western",100,USA,English,8000000,1553483,-6446517,35.0,115.0,51.0,0
76431,Noi siamo tutto,2017,9,"Drama, Romance",96,USA,"English, Spanish",10000000,61621140,51621140,102.0,125.0,52.0,0
76734,Ant-Man and the Wasp,2018,8,"Action, Adventure, Comedy",118,USA,"English, Spanish",162000000,622674139,460674139,436.0,944.0,70.0,0
76770,Madre!,2017,9,"Drama, Horror, Mystery",121,USA,English,30000000,44516999,14516999,537.0,2106.0,75.0,1
76865,Annabelle 2: Creation,2017,8,"Horror, Mystery, Thriller",109,USA,"English, Spanish",15000000,306515884,291515884,289.0,418.0,62.0,0
76935,Ocean's 8,2018,7,"Action, Comedy, Crime",110,USA,"English, Hindi, French, German, Mandarin",70000000,297718711,227718711,350.0,1038.0,61.0,0
76937,"Tuo, Simon",2018,5,"Comedy, Drama, Romance",110,USA,"English, German, French",17000000,66316289,49316289,258.0,539.0,72.0,0
76988,Billionaire Boys Club,2018,7,"Biography, Drama, Thriller",108,USA,English,15000000,2713955,-12286045,41.0,70.0,30.0,0
77081,Operation Finale,2018,10,"Biography, Drama, History",122,USA,"English, Spanish, French, German",24000000,17612099,-6387901,94.0,171.0,58.0,0
77082,Kickboxer: Retaliation,2018,1,"Action, Drama",110,USA,English,13000000,101690,-12898310,46.0,49.0,54.0,0
77241,Tesla,2020,8,"Biography, Drama",102,USA,English,5000000,79603,-4920397,74.0,93.0,68.0,0
77386,Auguri per la tua morte,2017,11,"Horror, Mystery, Thriller",96,USA,English,4800000,125479266,120679266,301.0,484.0,58.0,0
77614,Detroit,2017,11,"Crime, Drama, History",143,USA,English,34000000,23355100,-10644900,314.0,202.0,77.0,1
77741,The Big Sick - Il matrimonio si può evitare... l'amore no,2017,11,"Comedy, Drama, Romance",120,USA,"English, Urdu",5000000,56411585,51411585,337.0,362.0,86.0,1
77748,Deadpool 2,2018,5,"Action, Adventure, Comedy",119,USA,"English, Cantonese, Spanish, Russian",110000000,785794179,675794179,522.0,1309.0,66.0,0
77803,Hostiles: Ostili,2017,3,"Drama, Western",134,USA,"English, Cheyenne, French",39000000,35669017,-3330983,189.0,439.0,65.0,0
77862,Le ragazze di Wall Street,2019,11,"Comedy, Crime, Drama",110,USA,"English, Russian",20000000,157563598,137563598,266.0,700.0,79.0,1
77970,Attacco alla verità - Shock and Awe,2017,7,"Biography, Drama, History",90,USA,English,18000000,182415,-17817585,38.0,101.0,47.0,0
78069,Il coraggio della verità - The Hate U Give,2018,3,"Crime, Drama",133,USA,English,23000000,34934009,11934009,169.0,350.0,81.0,1
78106,L'inganno,2017,9,"Drama, Thriller",93,USA,"English, French",10500000,27869129,17369129,341.0,269.0,77.0,1
78175,Mid90s,2018,10,"Comedy, Drama",85,USA,English,1700000,9303022,7603022,201.0,294.0,66.0,0
78194,Life of the Party - Una mamma al college,2018,5,Comedy,105,USA,English,30000000,65859911,35859911,131.0,274.0,46.0,0
78276,Amiche di sangue,2017,8,"Comedy, Crime, Drama",92,USA,English,6000000,3187255,-2812745,173.0,201.0,75.0,1
78277,Un sogno chiamato Florida,2017,3,Drama,111,USA,"English, Spanish, Portuguese",2000000,10971298,8971298,369.0,469.0,92.0,1
78288,The Hero,2017,6,"Drama, Romance, Western",96,USA,English,1200000,4101699,2901699,81.0,51.0,61.0,0
78298,Daddy's Home 2,2017,11,Comedy,100,USA,"English, Spanish",69000000,180613180,111613180,145.0,229.0,30.0,0
78343,Traffik,2018,4,"Action, Crime, Drama",96,USA,English,4000000,9515914,5515914,43.0,186.0,37.0,0
78394,Sorry to Bother You,2018,7,"Comedy, Fantasy, Sci-Fi",112,USA,English,3200000,18170707,14970707,200.0,407.0,80.0,1
78402,Slender Man,2018,9,"Horror, Mystery, Thriller",93,USA,English,10000000,51738549,41738549,136.0,677.0,30.0,0
78409,Under the Silver Lake,2018,5,"Crime, Drama, Mystery",139,USA,English,8500000,2053469,-6446531,178.0,281.0,60.0,0
78472,A-X-L - Un'amicizia extraordinaria,2018,10,"Action, Adventure, Family",100,USA,English,10000000,8467697,-1532303,29.0,173.0,29.0,0
78506,40 sono i nuovi 20,2017,10,"Comedy, Drama, Romance",97,USA,English,12000000,37270721,25270721,124.0,161.0,41.0,0
78511,È solo l'inizio,2017,12,"Comedy, Crime",91,USA,English,22000000,7634022,-14365978,30.0,52.0,21.0,0
78525,Diamanti grezzi,2019,1,"Crime, Drama, Thriller",135,USA,"English, Hebrew",19000000,50023780,31023780,296.0,2193.0,91.0,1
78541,L'esorcismo di Hannah Grace,2018,1,"Horror, Mystery, Thriller",86,USA,English,7700000,43016528,35316528,117.0,255.0,37.0,0
78632,Underwater,2020,1,"Action, Horror, Sci-Fi",95,USA,English,80000000,40882928,-39117072,233.0,795.0,48.0,0
78756,The Nun: La vocazione del male,2018,9,"Horror, Mystery, Thriller",96,USA,"English, French, Romanian, Latin",22000000,365551694,343551694,266.0,1743.0,46.0,0
78759,Spie sotto copertura,2019,12,"Animation, Action, Adventure",102,USA,"English, Japanese",100000000,171616764,71616764,110.0,202.0,54.0,0
78800,La ruota delle meraviglie,2017,12,Drama,101,USA,English,25000000,15889124,-9110876,218.0,162.0,45.0,0
78819,Last Rampage: The Escape of Gary Tison,2017,9,"Action, Crime, Drama",93,USA,English,18000000,12944,-17987056,13.0,16.0,50.0,0
78869,Ralph spacca Internet,2018,1,"Animation, Adventure, Comedy",112,USA,English,175000000,529323962,354323962,276.0,778.0,71.0,0
79217,Captive State,2019,3,"Action, Adventure, Drama",109,USA,English,25000000,8808611,-16191389,91.0,359.0,54.0,0
79331,Diario di una schiappa: Portatemi a casa,2017,8,"Comedy, Family",91,USA,"English, Spanish",22000000,40140972,18140972,63.0,111.0,39.0,0
79498,Acrimony,2018,3,"Drama, Romance, Thriller",120,USA,English,20000000,46403669,26403669,34.0,223.0,32.0,0
79643,E poi c'è Katherine,2019,9,"Comedy, Drama",102,USA,English,4000000,22386555,18386555,178.0,291.0,70.0,0
79659,The Case for Christ,2017,4,"Biography, Drama",112,USA,English,5000000,18175663,13175663,43.0,142.0,50.0,0
79718,La prima notte del giudizio,2018,7,"Action, Horror, Sci-Fi",97,USA,"English, French, Spanish",13000000,137056262,124056262,221.0,583.0,54.0,0
79764,John Wick 3 - Parabellum,2019,5,"Action, Crime, Thriller",130,USA,"English, Russian, Japanese, Indonesian, Mandarin, Italian, Arabic, Latin",75000000,326709727,251709727,386.0,2223.0,73.0,0
79876,Smallfoot: Il mio amico delle nevi,2018,10,"Animation, Adventure, Comedy",96,USA,"English, Mandarin",80000000,214040103,134040103,123.0,218.0,60.0,0
79895,Attacco al potere 3 - Angel Has Fallen,2019,8,"Action, Thriller",121,USA,English,40000000,146661977,106661977,188.0,707.0,45.0,0
80022,Tyler Perry's Boo 2! A Madea Halloween,2017,10,"Comedy, Drama, Horror",101,USA,English,25000000,48333932,23333932,41.0,39.0,17.0,0
80148,Storia di un fantasma,2017,7,"Drama, Fantasy, Romance",92,USA,"English, Spanish",100000,1951683,1851683,320.0,605.0,84.0,1
80151,Vice - L'uomo nell'ombra,2018,1,"Biography, Comedy, Drama",132,USA,"English, Arabic",60000000,76073488,16073488,328.0,729.0,61.0,0
80305,Spider-Man: Far from Home,2019,7,"Action, Adventure, Sci-Fi",129,USA,"English, Italian, Czech",160000000,1131927996,971927996,415.0,2041.0,69.0,0
80359,Creed II,2018,1,"Drama, Sport",130,USA,"English, Russian, Sign Languages",50000000,214215889,164215889,286.0,772.0,66.0,0
80521,Proud Mary,2018,1,"Action, Crime, Drama",89,USA,"English, Russian",14000000,21753365,7753365,78.0,110.0,35.0,0
80526,Il sole è anche una stella,2019,8,"Drama, Music, Romance",100,USA,"English, Korean",9000000,6750029,-2249971,68.0,82.0,52.0,0
80567,Blaze,2018,8,"Biography, Drama, Music",129,USA,English,1200000,704955,-495045,54.0,21.0,75.0,1
80580,Una canzone per mio padre,2018,11,"Biography, Drama, Family",110,USA,English,7000000,86086881,79086881,51.0,301.0,30.0,0
80636,A un metro da te,2019,3,"Drama, Romance",116,USA,"English, French",7000000,91522094,84522094,121.0,307.0,53.0,0
80715,Indivisible,2018,10,"Drama, War",119,USA,English,2700000,3589633,889633,16.0,31.0,53.0,0
80742,Jay and Silent Bob Reboot,2019,11,Comedy,105,USA,English,10000000,4691248,-5308752,72.0,360.0,46.0,0
80839,Phoenix Forgotten,2017,4,"Horror, Mystery, Sci-Fi",87,USA,English,2800000,3697729,897729,66.0,78.0,33.0,0
80940,7 sconosciuti a El Royale,2018,10,"Crime, Drama, Mystery",141,USA,English,32000000,31882724,-117276,303.0,929.0,60.0,0
80951,A Quiet Place - Un posto tranquillo,2018,4,"Drama, Horror, Sci-Fi",90,USA,"English, American Sign Language",17000000,340949169,323949169,563.0,2910.0,82.0,1
81178,Obbligo o verità,2018,6,"Horror, Thriller",100,USA,"English, Spanish",3500000,95330493,91830493,210.0,451.0,35.0,0
81195,La scuola serale,2018,11,Comedy,111,USA,"English, Spanish, French, Arabic",29000000,103105878,74105878,100.0,301.0,43.0,0
81227,Ore 15:17 - Attacco al treno,2018,2,"Biography, Drama, Thriller",94,USA,"English, French, Arabic, German, Dutch",30000000,57076286,27076286,170.0,437.0,45.0,0
81233,Don't Let Go,2019,8,"Drama, Horror, Mystery",103,USA,English,5000000,5288011,288011,53.0,118.0,49.0,0
81355,Book Club - Tutto può succedere,2018,4,"Comedy, Drama, Romance",104,USA,"English, Hungarian",10000000,104438188,94438188,142.0,310.0,53.0,0
81676,Eighth Grade - Terza media,2018,8,"Comedy, Drama",93,USA,English,2000000,14347433,12347433,229.0,422.0,89.0,1
81751,A Madea Family Funeral,2019,3,Comedy,109,USA,English,20000000,74747725,54747725,23.0,138.0,39.0,0
81796,Atto di fede,2019,6,"Biography, Drama",116,USA,English,14000000,50444358,36444358,52.0,226.0,46.0,0
81882,Se la strada potesse parlare,2018,1,"Drama, Romance",119,USA,"English, Spanish",12000000,20596567,8596567,276.0,293.0,87.0,1
81917,Destroyer,2018,6,"Action, Crime, Drama",121,USA,English,9000000,5580940,-3419060,220.0,321.0,62.0,0
81949,Unsane,2018,7,"Drama, Horror, Mystery",98,USA,English,1500000,14293601,12793601,263.0,331.0,63.0,0
82057,Blood Fest,2018,8,"Comedy, Horror",92,USA,English,1200000,122833,-1077167,49.0,62.0,54.0,0
82289,Notes on an Appearance,2018,8,"Drama, Mystery, Thriller",60,USA,English,30000,5065,-24935,8.0,1.0,61.0,0
82352,Uncle Drew,2018,6,"Comedy, Sport",103,USA,English,19000000,46664414,27664414,73.0,115.0,57.0,0
82371,Unbroken - La via della redenzione,2018,9,"Biography, Drama, History",98,USA,"English, Italian",6000000,6216897,216897,20.0,61.0,39.0,0
82382,Good Boys - Quei cattivi ragazzi,2019,9,"Adventure, Comedy",90,USA,English,20000000,111037232,91037232,173.0,572.0,60.0,0
82391,BlacKkKlansman,2018,9,"Biography, Crime, Drama",135,USA,English,15000000,93400823,78400823,447.0,865.0,83.0,1
82417,Dog Days,2018,9,"Comedy, Drama, Romance",113,USA,English,10000000,6842356,-3157644,49.0,56.0,47.0,0
82436,El Chicano,2018,8,"Action, Crime, Drama",108,USA,English,8000000,1404646,-6595354,19.0,27.0,46.0,0
82459,"Paolo, apostolo di Cristo",2018,3,"Adventure, Biography, Drama",108,USA,English,5000000,25915966,20915966,34.0,109.0,52.0,0
82466,La legge dei più forti,2019,10,"Action, Crime, Drama",108,USA,English,12000000,22741061,10741061,77.0,306.0,54.0,0
82489,Instant Family,2018,3,"Comedy, Drama",118,USA,"English, Spanish",48000000,120556201,72556201,140.0,571.0,57.0,0
82531,Teen Titans Go! Il film,2018,9,"Animation, Action, Adventure",84,USA,English,10000000,52090236,42090236,114.0,212.0,69.0,0
82791,Ben Is Back,2018,12,Drama,103,USA,English,13000000,10134204,-2865796,158.0,126.0,66.0,0
82954,What Men Want,2019,2,"Comedy, Fantasy, Romance",117,USA,"English, Mandarin",20000000,72216294,52216294,86.0,285.0,49.0,0
83043,Superfly,2018,6,"Action, Crime, Thriller",116,USA,"English, Spanish, Cantonese",16000000,20780685,4780685,60.0,126.0,52.0,0
83078,Birds of Prey e la fantasmagorica rinascita di Harley Quinn,2020,2,"Action, Adventure, Crime",109,USA,"English, Chinese",84500000,201858461,117358461,372.0,2222.0,60.0,0
83113,Stuber - Autista d'assalto,2019,8,"Action, Comedy, Crime",93,USA,"English, Spanish",16000000,32390945,16390945,174.0,408.0,42.0,0
83155,L'angelo del male - Brightburn,2019,5,"Drama, Horror, Mystery",90,USA,English,6000000,32893421,26893421,260.0,1141.0,44.0,0
