,title,year,month,genre,duration,country,language,avg_vote,votes,budget,gross,net_income,metascore
72246,Criminal Activities,2015,11,"Crime, Drama, Thriller",94,USA,English,5.8,8245,7000000.0,171494,-6828506.0,51.0
72248,The Runner,2015,8,Drama,90,USA,English,4.7,4972,6000000.0,93296,-5906704.0,39.0
72258,Il GGG - Il grande gigante gentile,2016,12,"Adventure, Family, Fantasy",117,"USA, India, UK",English,6.4,75533,140000000.0,195243411,55243411.0,66.0
72316,Remember,2015,2,"Drama, Mystery, Thriller",94,"Canada, Mexico, Germany, South Africa","English, German",7.5,21969,13000000.0,4235959,-8764041.0,52.0
72318,Vincent N Roxxy,2016,6,"Crime, Drama, Thriller",102,USA,English,5.5,1839,2600000.0,23896,-2576104.0,43.0
72330,By the Sea,2015,11,"Drama, Romance",122,"France, Malta, USA","English, French, Ukrainian",5.3,18130,10000000.0,3334927,-6665073.0,44.0
72351,Unfriended,2014,6,"Horror, Mystery, Thriller",83,"USA, Russia",English,5.5,66829,1000000.0,62882090,61882090.0,59.0
72354,The Hollars,2016,8,"Comedy, Drama, Romance",88,USA,English,6.5,11175,3800000.0,1138609,-2661391.0,53.0
72358,Irrational Man,2015,12,"Comedy, Drama, Romance",95,USA,English,6.6,57091,11000000.0,27391084,16391084.0,53.0
72362,Elle,2016,3,"Crime, Drama, Thriller",130,"France, Germany, Belgium",French,7.1,59658,9000000.0,12748594,3748594.0,89.0
72368,Underworld: Blood Wars,2016,4,"Action, Adventure, Fantasy",91,USA,"English, Saami",5.8,68137,35000000.0,81093313,46093313.0,23.0
72372,Power Rangers,2017,4,"Action, Adventure, Sci-Fi",124,"USA, Hong Kong, Japan, Mexico, Canada, New Zealand","English, Mandarin",5.9,99986,100000000.0,142337240,42337240.0,44.0
72384,My All-American,2015,11,"Biography, Drama, Sport",118,USA,English,7.2,5800,20000000.0,2246000,-17754000.0,34.0
72404,Maudie: Una vita a colori,2016,8,"Biography, Drama, Romance",115,"Ireland, Canada",English,7.6,15255,4993020.0,9733932,4740912.0,65.0
72407,The Lady in the Van,2015,11,"Biography, Comedy, Drama",104,UK,"English, French",6.7,25513,6000000.0,41387687,35387687.0,70.0
72424,Life on the Line,2015,11,"Action, Thriller",97,USA,English,5.2,4556,12000000.0,39027,-11960973.0,24.0
72431,La scomparsa di Eleanor Rigby - Loro,2014,9,"Drama, Romance",123,USA,"English, French",6.3,11576,3000000.0,1448076,-1551924.0,57.0
72438,Kong: Skull Island,2017,3,"Action, Adventure, Fantasy",118,"USA, China","English, Vietnamese",6.6,262000,185000000.0,566652812,381652812.0,62.0
72453,I corrotti - The Trust,2016,5,"Crime, Drama, Thriller",92,USA,"English, German",5.4,17382,9000000.0,321650,-8678350.0,58.0
72473,Il destino di un soldato,2017,6,"Drama, War",94,USA,English,5.7,3113,12000000.0,57946,-11942054.0,56.0
72484,Godzilla II - King of the Monsters,2019,5,"Action, Adventure, Fantasy",132,"USA, Japan, China, Canada","English, Japanese, Chinese, Spanish",6.0,125326,170000000.0,386600138,216600138.0,48.0
72486,Lion - La strada verso casa,2016,12,"Biography, Drama",118,"UK, Australia, USA","English, Hindi, Bengali",8.0,206737,12000000.0,140312928,128312928.0,69.0
72489,È arrivata mia figlia!,2015,8,"Comedy, Drama",112,Brazil,Portuguese,7.8,12688,4000000.0,3003560,-996440.0,82.0
72497,Pali Road,2015,4,"Drama, Fantasy, Mystery",92,"China, USA","Chinese, English",7.2,4516,5000000.0,256229,-4743771.0,38.0
72511,Rogue One: A Star Wars Story,2016,12,"Action, Adventure, Sci-Fi",133,USA,English,7.8,538641,200000000.0,1056057720,856057720.0,65.0
72529,Truman - Un vero amico è per sempre,2015,4,"Comedy, Drama",108,"Spain, Argentina","Spanish, English",7.3,11392,3800000.0,9027600,5227600.0,81.0
72546,Ashes in the Snow,2018,10,"Drama, History, Romance",98,Lithuania,"English, Russian, Lithuanian",6.6,5102,5000000.0,1557172,-3442828.0,42.0
72551,Il mio grosso grasso matrimonio greco 2,2016,3,"Comedy, Romance",94,"USA, Canada","English, Greek",6.0,27751,18000000.0,90632641,72632641.0,37.0
72569,The Equalizer 2: Senza perdono,2018,9,"Action, Crime, Thriller",121,USA,"English, French, Turkish, Hebrew, Arabic, Spanish",6.7,125883,62000000.0,190400157,128400157.0,50.0
72571,"Hello, My Name Is Doris",2015,4,"Comedy, Drama, Romance",90,USA,English,6.6,18458,1000000.0,14659448,13659448.0,63.0
72589,Snowden,2016,11,"Biography, Crime, Drama",134,"UK, France, Germany, USA","English, American Sign Language, Russian",7.3,132119,40000000.0,37357216,-2642784.0,58.0
72592,Love,2015,1,"Drama, Romance",135,"France, Belgium","English, French",6.1,45781,3000000.0,861057,-2138943.0,51.0
72602,Operazione Avalanche,2016,9,"Drama, Mystery, Thriller",94,"Canada, USA",English,6.1,6551,1250000.0,31585,-1218415.0,69.0
72613,Solo: A Star Wars Story,2018,5,"Action, Adventure, Sci-Fi",135,USA,English,6.9,278319,275000000.0,392924807,117924807.0,62.0
72630,La La Land,2016,1,"Comedy, Drama, Music",128,"USA, Hong Kong",English,8.0,488112,30000000.0,446486384,416486384.0,94.0
72632,Paulina,2015,11,"Drama, Thriller",103,"Argentina, Brazil, France","Spanish, Guarani",6.6,1392,10000000.0,1053919,-8946081.0,70.0
72641,We Are Your Friends,2015,9,"Drama, Music, Romance",96,"UK, France, USA",English,6.2,35191,2000000.0,11122090,9122090.0,46.0
72652,A testa alta,2015,11,Drama,120,France,French,7.0,3215,5000000.0,4323120,-676880.0,59.0
72655,Dio esiste e vive a Bruxelles,2015,11,"Comedy, Fantasy",114,"Belgium, France, Luxembourg","French, German",7.1,28743,8555500.0,15709652,7154152.0,70.0
72661,Mal di pietre,2016,4,"Drama, Romance",120,"France, Belgium, Canada, Spain","French, Spanish, German",6.7,5217,10300000.0,13025034,2725034.0,40.0
72664,Sonic - Il film,2020,2,"Action, Adventure, Comedy",99,"USA, Japan, Canada","English, French",6.5,74639,85000000.0,306766470,221766470.0,47.0
72679,The Nice Guys,2016,6,"Action, Comedy, Crime",116,USA,"English, German",7.4,270133,50000000.0,62788218,12788218.0,70.0
72690,Mai sing,2015,8,"Action, Crime, Thriller",120,Hong Kong,"Mandarin, Min Nan, Cantonese",5.7,769,5000000.0,24817852,19817852.0,60.0
72705,Il figlio di Saul,2015,1,"Drama, War",107,Hungary,"Hungarian, Yiddish, German, Russian, Polish, French, Greek, Slovak, Hebrew",7.5,43770,1500000.0,6659121,5159121.0,91.0
72730,Cop Car,2015,8,"Crime, Thriller",88,USA,English,6.3,29646,800000.0,143658,-656342.0,66.0
72771,Tangerine,2015,7,"Comedy, Crime, Drama",88,USA,"English, Armenian",7.1,26285,100000.0,828874,728874.0,86.0
72795,The Predator,2018,10,"Action, Adventure, Sci-Fi",107,"USA, Canada","English, Spanish",5.3,113053,88000000.0,160542134,72542134.0,48.0
72800,Fire Squad - Incubo di fuoco,2017,8,"Action, Biography, Drama",134,USA,English,7.6,55080,38000000.0,26351322,-11648678.0,72.0
72817,Le armi del cuore,2015,8,Drama,120,USA,English,6.5,12967,3000000.0,73256266,70256266.0,26.0
72821,The Outpost,2020,7,"Action, Drama, History",123,"USA, Bulgaria",English,6.7,10057,18000000.0,1049275,-16950725.0,71.0
72827,31,2016,9,"Horror, Thriller",102,"UK, USA","English, Spanish, German",5.1,17722,1500000.0,850419,-649581.0,35.0
72853,Yoga Hosers - Guerriere per sbaglio,2016,9,"Action, Comedy, Fantasy",88,USA,"English, French, German",4.3,11894,5000000.0,36585,-4963415.0,23.0
72861,Land of Mine - Sotto la sabbia,2015,3,"Drama, History, War",100,"Denmark, Germany","German, Danish, English",7.8,33871,35500000.0,3169553,-32330447.0,75.0
72893,Dope: Follia e riscatto,2015,6,"Comedy, Crime, Drama",103,USA,"English, Spanish",7.2,79818,7000000.0,17986781,10986781.0,72.0
72896,Krampus: Natale non è sempre Natale,2015,12,"Comedy, Drama, Fantasy",98,USA,"English, German",6.1,60237,15000000.0,61548707,46548707.0,49.0
72907,The Tiger Hunter,2016,9,Comedy,94,USA,English,5.9,753,1250000.0,62398,-1187602.0,66.0
72929,Truth: Il prezzo della verità,2015,3,"Biography, Drama, History",125,"Australia, USA",English,6.8,18415,9600000.0,5383097,-4216903.0,66.0
72932,The Bronze: Sono la numero 1,2015,3,"Comedy, Drama, Sport",100,USA,English,6.1,9660,3500000.0,615816,-2884184.0,44.0
72942,Dumbo,2019,3,"Adventure, Family, Fantasy",112,"USA, UK, Australia, Canada","English, French",6.3,62609,170000000.0,353284621,183284621.0,51.0
72946,The Perfect Guy,2015,9,"Crime, Drama, Horror",100,USA,English,5.6,9645,12000000.0,60273173,48273173.0,36.0
72954,Lazer Team,2015,1,"Action, Comedy, Sci-Fi",102,USA,English,5.6,9049,2480421.0,1406538,-1073883.0,42.0
72955,Il cardellino,2019,10,Drama,149,USA,"English, Ukrainian, German, French",6.3,14265,45000000.0,9932621,-35067379.0,40.0
72962,11 minut,2015,10,"Drama, Thriller",81,"Poland, Ireland","Polish, English",5.6,1688,1900000.0,571697,-1328303.0,51.0
72985,Baby boss,2017,4,"Animation, Adventure, Comedy",97,USA,"English, Spanish",6.3,105125,125000000.0,527965936,402965936.0,50.0
73010,Stronger - Io sono più forte,2017,7,"Biography, Drama",119,USA,English,6.9,39072,30000000.0,8503658,-21496342.0,76.0
73012,The Boy,2016,5,"Horror, Mystery, Thriller",97,"USA, Canada, China",English,6.0,77485,10000000.0,74136180,64136180.0,42.0
73035,Baby Driver - Il genio della fuga,2017,9,"Action, Crime, Drama",113,"UK, USA","English, American Sign Language",7.6,422594,34000000.0,226945087,192945087.0,86.0
73072,Guardiani della Galassia Vol. 2,2017,4,"Action, Adventure, Comedy",136,USA,English,7.6,550182,200000000.0,863756051,663756051.0,67.0
73110,Cavallo Denaro,2014,4,Drama,103,Portugal,Portuguese,7.0,1409,100000.0,8255,-91745.0,84.0
73121,Enas allos kosmos,2015,12,"Drama, Romance",113,Greece,"Greek, English, Arabic, German",7.4,7730,1700000.0,5011560,3311560.0,61.0
73170,Brian Banks,2018,8,"Biography, Drama, Sport",99,USA,English,7.2,3876,10000000.0,4376819,-5623181.0,58.0
73185,Lo spazio che ci unisce,2017,6,"Drama, Romance, Sci-Fi",120,USA,English,6.4,46744,30000000.0,16080475,-13919525.0,33.0
73215,Tartarughe Ninja - Fuori dall'ombra,2016,7,"Action, Adventure, Comedy",112,"USA, Hong Kong, China, Canada, Denmark, Germany, UK",English,6.0,82613,135000000.0,245623848,110623848.0,40.0
73246,Girl Asleep,2015,9,"Comedy, Family, Fantasy",77,Australia,English,6.2,2458,1500000.0,64056,-1435944.0,67.0
73251,American Dresser,2018,9,Adventure,97,USA,English,5.2,304,18000000.0,3895,-17996105.0,24.0
73269,Vite da popstar,2016,6,"Comedy, Music",87,"USA, China",English,6.7,53125,20000000.0,9680029,-10319971.0,68.0
73284,I predoni,2016,7,"Action, Crime, Thriller",107,"Canada, USA",English,5.5,18512,15000000.0,1616004,-13383996.0,42.0
73286,Mustang,2015,10,Drama,97,"Turkey, France, Germany, Qatar",Turkish,7.6,34680,1300000.0,5274664,3974664.0,83.0
73292,Okja,2017,6,"Action, Adventure, Drama",120,"South Korea, USA","English, Korean, Spanish",7.3,99322,50000000.0,2049823,-47950177.0,75.0
73319,The Monster,2016,10,"Drama, Fantasy, Horror",91,Canada,English,5.4,15314,2700000.0,74700,-2625300.0,69.0
73365,Radio Dreams,2016,5,"Comedy, Drama",93,"USA, Iran","Persian, English, Assyrian Neo-Aramaic, Dari",6.1,248,500000.0,27836,-472164.0,74.0
73395,La casa di Jack,2018,2,"Crime, Drama, Horror",152,"Denmark, France, Sweden, Germany, Belgium, Tunisia","English, German, Italian",6.8,54636,8700000.0,3126916,-5573084.0,42.0
73399,Colonia,2015,5,"Biography, Drama, History",110,"Germany, France, Luxembourg, UK, USA","English, Spanish",7.1,46497,14000000.0,3621046,-10378954.0,33.0
73411,Black,2015,8,"Action, Crime, Drama",95,Belgium,"French, Dutch, Arabic, Lingala",7.1,3839,1200000.0,1692776,492776.0,74.0
73414,Saving Christmas,2014,11,"Comedy, Family",79,USA,English,1.4,14814,500000.0,2783970,2283970.0,18.0
73430,Mademoiselle,2016,8,"Drama, Romance, Thriller",145,South Korea,"Korean, Japanese",8.1,104588,10000000000.0,37767206,-9962232794.0,84.0
73439,Nell'ombra di un delitto,2016,1,"Crime, Drama, Mystery",102,USA,"English, Spanish",4.3,13430,6000000.0,269915,-5730085.0,23.0
73477,The Bye Bye Man,2017,4,"Drama, Fantasy, Horror",96,"USA, China",English,4.2,21049,7400000.0,29874280,22474280.0,37.0
73485,Manchester by the Sea,2016,2,Drama,137,USA,English,7.8,238464,9000000.0,78988148,69988148.0,96.0
73486,Swiss Army Man - Un amico multiuso,2016,7,"Comedy, Drama, Fantasy",97,"USA, Sweden",English,7.0,103006,3000000.0,4935501,1935501.0,64.0
73512,La mia vita con John F. Donovan,2018,6,Drama,123,"UK, Canada","English, Czech",6.1,4870,35000000.0,3326364,-31673636.0,28.0
73522,Maze Runner - La fuga,2015,10,"Action, Adventure, Sci-Fi",131,USA,English,6.3,216136,61000000.0,312296056,251296056.0,43.0
73531,Vi Presento Toni Erdmann,2016,3,"Comedy, Drama",162,"Germany, Austria, Monaco, Romania, France, Switzerland","German, English, Romanian",7.4,43024,3000000.0,11784207,8784207.0,93.0
73541,Paradise Beach: Dentro l'incubo,2016,6,"Drama, Horror, Thriller",86,USA,"English, Spanish",6.3,117424,17000000.0,119100758,102100758.0,59.0
73547,Do You Believe?,2015,3,Drama,120,USA,English,6.1,6989,2300000.0,14410698,12110698.0,22.0
73582,Green Room,2015,2,"Horror, Music, Thriller",95,USA,English,7.0,103876,5000000.0,3769214,-1230786.0,79.0
73590,My Bakery in Brooklyn - Un pasticcio in cucina,2016,6,"Comedy, Romance",100,"Spain, USA","English, Spanish, Russian, French",4.6,1475,3800000.0,795363,-3004637.0,22.0
73610,Ali and Nino,2016,10,"Drama, Romance, War",100,"UK, Azerbaijan","English, Azerbaijani, Russian",6.9,4607,20000000.0,50721,-19949279.0,50.0
73615,Darkest Minds,2018,8,"Action, Adventure, Drama",104,USA,English,5.7,27181,34000000.0,41142379,7142379.0,39.0
73621,The Model,2016,2,Drama,105,Denmark,"English, Danish, French",5.8,3511,4000000.0,159743,-3840257.0,58.0
73623,Realive,2016,1,"Drama, Sci-Fi",112,"Belgium, Spain, France",English,5.9,4799,7000000.0,125680,-6874320.0,59.0
73661,La belle saison,2015,8,"Drama, Romance",105,"France, Belgium","French, Spanish",6.7,3941,4800000.0,3778938,-1021062.0,72.0
73704,La notte del giudizio - Election Year,2016,7,"Action, Horror, Sci-Fi",108,"USA, Japan","English, Russian, Afrikaans",6.0,87759,10000000.0,118587880,108587880.0,55.0
73717,Per sempre la mia ragazza,2018,1,"Drama, Music, Romance",108,USA,English,6.7,13879,3500000.0,16376066,12876066.0,36.0
73724,Renegades: Commando d'assalto,2017,10,"Action, Adventure, Crime",106,"France, Belgium, Germany, USA, Malta, Croatia, Netherlands","English, Croatian, German, Serbian",5.4,8557,66190000.0,2602149,-63587851.0,33.0
73755,LEGO Batman - Il film,2017,2,"Animation, Action, Comedy",104,"USA, Denmark",English,7.3,128222,80000000.0,311950384,231950384.0,75.0
73771,Le cose che verranno,2016,4,Drama,102,"France, Germany","French, English, German",7.0,11439,2100000.0,5638693,3538693.0,88.0
73778,Animali fantastici: I crimini di Grindelwald,2018,11,"Adventure, Family, Fantasy",134,"UK, USA","English, French",6.6,209744,200000000.0,654855901,454855901.0,52.0
73792,After,2019,4,"Drama, Romance",105,USA,English,5.4,30745,14000000.0,69733482,55733482.0,30.0
73812,My Little Pony: Il film,2017,12,"Animation, Adventure, Comedy",99,"USA, Canada",English,6.1,5834,6500000.0,60330833,53830833.0,39.0
73819,Florence,2016,12,"Biography, Comedy, Drama",111,"UK, France","English, German, Italian, Russian",6.8,49593,29000000.0,49052787,20052787.0,71.0
73829,Keanu,2016,4,"Action, Comedy, Crime",100,USA,English,6.2,44843,15000000.0,20651333,5651333.0,63.0
73863,Captain Marvel,2019,3,"Action, Adventure, Sci-Fi",123,"USA, Australia",English,6.9,422676,160000000.0,1128276090,968276090.0,64.0
73864,Avengers: Infinity War,2018,4,"Action, Adventure, Sci-Fi",149,USA,English,8.4,796486,321000000.0,2048359754,1727359754.0,68.0
73865,Avengers: Endgame,2019,4,"Action, Adventure, Drama",181,USA,"English, Japanese, Xhosa, German",8.4,754786,356000000.0,2797800564,2441800564.0,78.0
73866,Replicas,2018,11,"Drama, Sci-Fi, Thriller",107,"UK, China, Puerto Rico, USA",English,5.5,29587,30000000.0,9330075,-20669925.0,19.0
73867,Animal Crackers,2017,7,"Animation, Adventure, Comedy",105,"China, Spain, South Korea, USA",English,5.8,1931,19500000.0,10558285,-8941715.0,60.0
73877,Free Fire,2016,10,"Action, Comedy, Crime",91,UK,English,6.4,40651,5500000.0,3719383,-1780617.0,63.0
73879,3 Generations: Una famiglia quasi perfetta,2015,11,Drama,92,USA,"English, Spanish",5.9,5787,5000000.0,680351,-4319649.0,47.0
73888,Man in the Dark,2016,9,"Crime, Horror, Thriller",88,"USA, Hungary",English,7.1,212761,9900000.0,157830487,147930487.0,71.0
73938,13 Hours: The Secret Soldiers of Benghazi,2016,3,"Action, Drama, War",144,"Malta, Morocco, USA","English, Arabic",7.3,115037,50000000.0,69411370,19411370.0,48.0
73962,Regali da uno sconosciuto - The Gift,2015,3,"Drama, Mystery, Thriller",108,"USA, Australia, China",English,7.0,135834,5000000.0,58980521,53980521.0,77.0
73981,Woodlawn,2015,10,"Drama, Sport",123,USA,English,6.5,6528,12000000.0,14401617,2401617.0,57.0
74005,Meet the Blacks,2016,4,"Comedy, Horror",94,USA,English,4.8,35472,900000.0,9097072,8197072.0,26.0
74025,The Birth of a Nation - Il risveglio di un popolo,2016,12,"Biography, Drama, History",120,"USA, Canada",English,6.4,19659,8500000.0,16779212,8279212.0,69.0
74026,Jason Bourne,2016,9,"Action, Thriller",123,"USA, China","English, Greek, German, Japanese",6.6,203948,120000000.0,415484914,295484914.0,58.0
74029,Mr. Church,2016,11,"Comedy, Drama",104,USA,English,7.6,25015,8000000.0,685780,-7314220.0,37.0
74036,Playmobil The Movie,2019,12,"Animation, Adventure, Comedy",99,"France, UK, Germany, China, Canada, USA",English,4.8,2913,63000000.0,16349303,-46650697.0,25.0
74058,Molly's Game,2017,4,"Biography, Crime, Drama",140,"China, Canada, USA",English,7.4,133677,30000000.0,59284015,29284015.0,71.0
74076,La corte,2015,3,"Comedy, Crime, Drama",98,France,French,6.6,1982,7320309.0,7227045,-93264.0,47.0
74078,Gong fu yu jia,2017,1,"Action, Adventure, Comedy",107,"China, USA, India, Nepal, Hong Kong, United Arab Emirates, Iceland","Mandarin, English",5.2,8649,65000000.0,257750479,192750479.0,50.0
74083,Widows - Eredità criminale,2018,11,"Crime, Drama, Thriller",129,"UK, USA","English, Spanish, Polish",6.9,82616,42000000.0,75984700,33984700.0,84.0
74145,Alpha - Un'amicizia forte come la vita,2018,12,"Action, Adventure, Drama",96,"USA, Canada, China",English,6.7,52735,51000000.0,98203196,47203196.0,63.0
74173,Kicks,2016,9,"Adventure, Drama",80,USA,English,6.4,4081,2000000.0,150191,-1849809.0,69.0
74182,Miracoli dal cielo,2016,3,"Biography, Drama, Family",109,USA,English,7.1,20682,13000000.0,73983003,60983003.0,44.0
74195,The Witch - Vuoi ascoltare una favola?,2015,8,"Drama, Horror, Mystery",92,"Canada, USA",English,6.9,189052,4000000.0,40423945,36423945.0,83.0
74208,La notte ha divorato il mondo,2018,3,"Drama, Horror, Thriller",93,France,"Norwegian, English, French",6.0,9143,2990000.0,95208,-2894792.0,50.0
74215,Grandma,2015,9,"Comedy, Drama",79,USA,English,6.7,14428,600000.0,7205073,6605073.0,77.0
74231,I cacciatori di tesori - La leggenda perduta,2015,12,"Action, Adventure, Drama",127,China,"Mandarin, Hindi, English",6.0,3381,37000000.0,259368448,222368448.0,48.0
74232,The Founder,2016,1,"Biography, Drama",115,"USA, Greece","English, Yiddish",7.2,117466,25000000.0,24121245,-878755.0,66.0
74251,El abrazo de la serpiente,2015,8,"Adventure, Drama",125,"Colombia, Venezuela, Argentina","Spanish, Portuguese, Aboriginal, German, Catalan, Latin, English",7.9,20136,1400000.0,3217176,1817176.0,82.0
74257,The Circle,2017,4,"Drama, Sci-Fi, Thriller",110,"United Arab Emirates, USA, France",English,5.3,81826,18000000.0,40656399,22656399.0,43.0
74277,Lady Macbeth,2016,6,"Drama, Romance",89,UK,English,6.8,18870,500000.0,5401447,4901447.0,76.0
74295,Le ricette della signora Toku,2015,12,Drama,113,"Japan, France, Germany",Japanese,7.4,8798,234000000.0,4728350,-229271650.0,60.0
74307,Kubo e la spada magica,2016,11,"Animation, Action, Adventure",101,"USA, Japan",English,7.8,115075,60000000.0,76249438,16249438.0,84.0
74310,I Am Not a Serial Killer,2016,8,"Drama, Horror, Thriller",104,"Ireland, UK, USA",English,6.2,13281,1254470.0,21148,-1233322.0,54.0
74374,Julieta,2016,5,"Drama, Mystery, Romance",99,Spain,Spanish,7.1,28042,1350000.0,22468044,21118044.0,73.0
74410,The Bad Batch,2016,10,"Drama, Horror, Romance",118,USA,English,5.3,25417,6000000.0,201890,-5798110.0,62.0
74419,90 minuti in Paradiso,2015,9,Drama,121,USA,English,4.8,3333,5000000.0,4842699,-157301.0,28.0
74428,Queen of Katwe,2016,9,"Biography, Drama, Sport",124,USA,English,7.4,14794,15000000.0,10367161,-4632839.0,73.0
74461,Ouija: L'origine del male,2016,10,"Drama, Horror, Mystery",99,USA,"English, Ukrainian",6.1,52290,9000000.0,81705746,72705746.0,65.0
74468,In viaggio verso un sogno - The Peanut Butter Falcon,2019,6,"Comedy, Drama",97,USA,English,7.6,51322,6200000.0,23620709,17420709.0,70.0
74472,La tempesta di sabbia,2016,1,Drama,87,"Israel, Germany, France",Arabic,6.8,2920,3850000.0,414698,-3435302.0,74.0
74484,Agnus Dei,2016,11,"Drama, History",115,"France, Poland","French, Polish, Russian",7.3,9028,6000000.0,7400324,1400324.0,78.0
74485,Icaros: A Vision,2016,5,Drama,91,"Peru, USA","English, Spanish",6.0,171,600000.0,5510,-594490.0,77.0
74499,Aferim!,2015,3,"Adventure, Comedy, Drama",108,"Romania, Bulgaria, Czech Republic, France","Romanian, Turkish, Romany",7.6,6229,1250000.0,350110,-899890.0,84.0
74523,Extraction,2015,12,"Action, Thriller",92,"USA, UK, Canada",English,4.1,9831,12000000.0,710636,-11289364.0,25.0
74525,Una vita da gatto,2016,12,"Comedy, Drama, Family",87,"France, China, Canada",English,5.3,20493,30000000.0,57814445,27814445.0,11.0
74531,Le donne della mia vita,2016,1,"Comedy, Drama",119,USA,English,7.3,38690,7000000.0,7214806,214806.0,83.0
74563,The Ballad of Lefty Brown,2017,12,"Action, Drama, Western",111,USA,English,6.3,5212,8000000.0,7856,-7992144.0,64.0
74579,The Secret: Dare to Dream,2020,7,"Drama, Romance",107,USA,English,6.3,1147,21000000.0,1472195,-19527805.0,32.0
74581,In Dubious Battle - Il coraggio degli ultimi,2016,6,"Crime, Drama, History",110,USA,English,6.1,3588,15000000.0,213982,-14786018.0,43.0
74582,Mi gran noche,2015,10,Comedy,100,Spain,Spanish,6.0,3880,4000000.0,2678216,-1321784.0,74.0
74586,Un amore di collega,2015,10,"Comedy, Music, Romance",85,USA,English,5.4,936,18000000.0,7162,-17992838.0,68.0
74618,Pojkarna,2015,2,"Crime, Drama, Thriller",106,"Sweden, Finland",Swedish,6.1,1039,2000000.0,3561,-1996439.0,69.0
74619,John Wick - Capitolo 2,2017,3,"Action, Crime, Thriller",122,"USA, Italy, Hong Kong, Canada","English, Italian, Russian",7.5,352050,40000000.0,173418558,133418558.0,75.0
74623,Arctic - Un'avventura glaciale,2019,11,"Animation, Adventure, Comedy",92,"India, UK, China, Canada, Japan, South Korea, USA","English, Korean",4.6,1204,61000000.0,9874439,-51125561.0,28.0
74670,Cattivi vicini 2,2016,6,Comedy,92,"USA, China",English,5.7,111318,35000000.0,108007109,73007109.0,58.0
74706,Level Up,2016,8,"Action, Mystery, Thriller",84,UK,English,4.4,1236,400000.0,24083,-375917.0,40.0
74722,Supercon,2018,12,"Action, Comedy",100,USA,English,3.6,732,5500000.0,3982,-5496018.0,9.0
74751,Shaft,2019,6,"Action, Comedy, Crime",111,USA,English,6.4,41924,35000000.0,21360215,-13639785.0,40.0
74757,Cinquanta sfumature di nero,2017,2,"Drama, Romance",118,"USA, China, Japan",English,4.6,89375,55000000.0,381545846,326545846.0,33.0
74763,Sieranevada,2016,6,"Comedy, Drama",173,"Romania, France, Bosnia and Herzegovina, Croatia, Republic of North Macedonia",Romanian,7.4,4318,1400000.0,247196,-1152804.0,82.0
74780,Paddington 2,2017,11,"Adventure, Comedy, Family",103,"UK, France, USA, China, Canada",English,7.8,58049,40000000.0,227978645,187978645.0,88.0
74808,Cinquanta sfumature di rosso,2018,2,"Drama, Romance, Thriller",105,USA,English,4.5,53182,55000000.0,371985018,316985018.0,31.0
74815,Gifted - Il dono del talento,2017,11,Drama,101,USA,English,7.6,95816,7000000.0,43069254,36069254.0,60.0
74816,Casa Casinò,2017,8,"Comedy, Crime",88,USA,English,5.6,39640,40000000.0,34184504,-5815496.0,30.0
74831,Chiudi gli occhi,2016,7,"Drama, Mystery, Romance",109,"Thailand, USA",English,5.4,10325,30000000.0,678150,-29321850.0,43.0
74864,Maze Runner - La rivelazione,2018,2,"Action, Adventure, Sci-Fi",143,USA,English,6.2,107184,62000000.0,288175335,226175335.0,50.0
74865,Proprio lui?,2016,1,Comedy,111,"USA, Cambodia","English, Khmer",6.2,98506,38000000.0,118102725,80102725.0,39.0
74868,The Meddler,2015,6,"Comedy, Drama, Romance",103,USA,English,6.3,11482,3200000.0,5425148,2225148.0,68.0
74875,The Prodigy - Il figlio del male,2019,3,"Horror, Mystery, Thriller",92,"USA, Canada",English,5.8,22022,6000000.0,21150265,15150265.0,45.0
74904,Café Society,2016,9,"Comedy, Drama, Romance",96,USA,"English, Hebrew",6.6,69058,30000000.0,43763247,13763247.0,64.0
74910,Il Tesoro,2015,2,Comedy,89,"Romania, France",Romanian,6.7,2644,900000.0,82392,-817608.0,85.0
74914,Martin Eden,2019,9,"Drama, Romance",129,"Italy, France, Germany","Italian, Neapolitan, French",6.7,2641,3800000.0,2812888,-987112.0,57.0
74931,Morgan,2016,9,"Action, Horror, Sci-Fi",92,USA,"English, Mandarin",5.8,38340,8000000.0,8809407,809407.0,48.0
74934,Frozen II - Il segreto di Arendelle,2019,11,"Animation, Adventure, Comedy",103,USA,English,6.9,122760,150000000.0,1450026933,1300026933.0,64.0
74957,Overlord,2018,11,"Action, Adventure, Horror",110,"USA, Canada","English, German, French",6.6,80870,38000000.0,41657844,3657844.0,60.0
74972,Robin Hood - L'origine della leggenda,2018,11,"Action, Adventure, Drama",116,"USA, Hong Kong, Croatia, France, Hungary","English, Arabic",5.3,60708,100000000.0,86493046,-13506954.0,32.0
74982,Cocaine - La vera storia di White Boy Rick,2018,3,"Crime, Drama",111,USA,English,6.4,24478,29000000.0,25957482,-3042518.0,59.0
74983,Manhunt,2017,11,"Action, Crime, Thriller",106,"China, Hong Kong","Mandarin, Japanese, English",5.2,2614,30000000.0,18339343,-11660657.0,68.0
74990,Ricomincio da noi,2017,3,"Comedy, Drama, Family",111,UK,"English, Italian, French, Welsh",6.7,5407,5400000.0,15845593,10445593.0,53.0
74999,Miss Sloane - Giochi di potere,2016,8,"Drama, Thriller",132,"France, USA, UK, Canada",English,7.5,61749,13000000.0,9915800,-3084200.0,64.0
